"","VTDST20GEOID","B15003_001","B15003_002","B15003_003","B15003_004","B15003_005","B15003_006","B15003_007","B15003_008","B15003_009","B15003_010","B15003_011","B15003_012","B15003_013","B15003_014","B15003_015","B15003_016","B15003_017","B15003_018","B15003_019","B15003_020","B15003_021","B15003_022","B15003_023","B15003_024","B15003_025"
"30","42001000427",2050.48813730439,23,0,0.486622917718324,0,0,0,0,0,0,2.43311458859162,56.4482584553256,0,62.7743563856638,11.6789500252398,23.6521958606764,834.107521453811,115.404846037355,165.886420999495,357.164058556285,205.66733972741,112.715800100959,63.4967188288743,15.5719333669864,0
"31","42001000432",1242.4438067523,42.6691144708423,0,0,0,0,0,0,0,34,0,8.38488120950324,5.54254859611231,13.3589632829374,49.6535637149028,1.98963282937365,487.763673070365,48.0291526656815,125.549807434353,125.768303739911,57.8584690235308,165.194969194043,61.4748327839036,2.14442105263158,13.0614736842105
"32","42001000450",1720.10635451505,9,0,0,0,5.42207357859532,0,0,0,4.51839464882943,17.1698996655518,12.6515050167224,65.628762541806,95.7759197324415,78.4869565217391,32.495652173913,736.035451505017,98.8127090301003,110.546488294314,218.432775919732,125.835451505017,55.3765886287625,53.9177257525084,0,0
"33","42001000460",1559,10,0,0,17,0,29,0,8,0,0,43,65,30,30,25,672,80,108,115,150,111,61,0,5
"34","42001000480",2335.83801652893,12,0,0,0,0,0,0,0,0,0,23.1272727272727,33.497520661157,61.0925619834711,32.104132231405,37.0347107438017,936.368595041322,75.3586776859504,154.671074380165,271.538842975207,221.96694214876,264.360330578512,187.717355371901,20,5
"35","42003000010",1738,0,0,0,0,0,10,0,0,0,0,0,10,16,14,5,371,100,106,177,230,440,147,81,31
"36","42003000021",711.878910191725,1.27850655903128,0,0,0,0,0,0,0,0,0,0,1.46115035317861,0,0,0,74.4883955600404,57,8,11.1412714429869,34.6801210898083,191.962663975782,243.839556004036,61.7396569122099,26.2875882946519
"37","42003000151",631.940708604483,23.9667389732466,0,0,0,0,0,0,0,0,0,0,0,1.0412147505423,0,0.925524222704266,299.930585683297,41.1236442516269,26.7512653651482,76.5104844540853,37.1395516992046,87.2711496746204,37.2805495300072,0,0
"38","42003000201",796.135593220339,0,0,0,0,0,0,0,0,0,0,0,2.16770740410348,0,0,0,361.405887600357,15.4085637823372,63.6556645851918,71.2836752899197,106.948260481713,151.332738626227,23.9330954504906,0,0
"39","42003000291",611.24545051043,14.0497114957834,0,0,0,0,0,0,0,0,0,0,18.0124278739458,0.0656901908566356,0.0426098535286285,19.0639147802929,286.742121615624,75.138482023968,43.1118508655127,36.4065690190857,11.4651575676875,99.607190412783,7.48291167332446,0.0301819795827785,0.0266311584553928
"40","42003000310",1123,2,0,0,0,0,0,0,0,0,0,0,0,13,0,6,256,51,26,65,121,368,156,42,17
"41","42003000371",1396.82598956179,40.2463343108504,0,0,0,0,0,0,0,3,0,1.41642228739003,0,14.9237536656891,3,0.55425219941349,345.336653173522,12.3724340175953,40.6264459429942,216.75279196546,112.358449791096,395.36376184523,157.725474157763,53.149216204786,0
"42","42003000411",937.533668341709,0,0,0,0,0,0,0,0,0,0,0,4,4,11,1.12763819095477,101.453266331658,11,49.2763819095477,60.921608040201,103.715577889447,369.72864321608,149.609045226131,37.2904522613065,34.4110552763819
"43","42003000430",218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,11,12,84,71,20,6
"44","42003000441",785.267808183746,10.5178211163416,0,0,0,0,0,0,0,0,0,1,0,6.94956287827841,16,20.5544444726964,240.735861166178,6.94956287827841,33.6988125685537,88.4894018477391,53.6164253605125,173.109239659842,110.706239823801,15.1173402868318,7.82309612469302
"45","42003000576",1164.47000705716,0,0,0,0,0,0,0,0,0,0,0,4,6.28369795342272,0,64.0317572335921,205.064220183486,0,90.9456598447424,72.5673959068454,60.1425546930134,391.119266055046,227.677487649965,28.6379675370501,14
"46","42003000631",1271,4,0,0,0,0,0,0,0,0,0,0,57,32,9,3,311,41,66,144,82,329,124,49,20
"47","42003000650",541,12,0,0,0,0,0,0,0,0,0,3,0,0,27,14,318,20,50,39,0,39,9,10,0
"48","42003000660",738,0,0,0,0,0,0,0,0,0,11,0,0,0,20,0,308,5,100,69,94,96,20,9,6
"49","42003000670",999,0,0,0,0,0,0,0,0,0,9,0,0,0,38,10,286,92,24,111,162,192,75,0,0
