"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","lp__",1638.248928025,1638.6092,7.75308440772609,7.56667149000019,1624.82637,1650.29703,1.0062324957435,1085.81676059361,2006.93440721246
"2","sigma",0.058245270137,0.058176957,0.00169790187673681,0.0017011144836,0.055542941,0.06117779755,1.00312637264396,1926.89276873145,2450.12897163326
"3","prec_ideo[1]",0.03145208619925,0.031450709,0.00406907163213514,0.0040852279461,0.02475829465,0.0381293963,1.00146158457511,5357.49924367959,2857.87142937203
"4","prec_ideo[2]",0.017196099088025,0.0171753205,0.00413085287571224,0.0041435289672,0.01053875015,0.0240837908,1.00046225505965,5137.80297627027,3212.79851973816
"5","prec_ideo[3]",0.024064163731375,0.024054719,0.00413017209143618,0.0041289646461,0.01730297375,0.03088555135,1.00133157068419,4682.60089503775,3067.78291206635
"6","prec_ideo[4]",0.0383261162555,0.0383137205,0.00411257256426282,0.0041929544034,0.0315928996,0.04493765095,0.999594984225375,5760.55995149421,2994.10948358063
"7","prec_ideo[5]",0.02608044503175,0.0260817805,0.00414588979015954,0.0041639984841,0.01927292085,0.0329828343,1.00026654259286,5301.86190109476,2801.74134460671
"8","prec_ideo[6]",0.033384070774,0.0333070755,0.00412672517486538,0.00422687036100001,0.0267522817,0.04011392305,1.00069055445783,4937.28527270473,2832.34626339762
"9","prec_ideo[7]",0.03981230756175,0.0398371005,0.00405415857442299,0.0039373652829,0.033197388,0.04661217325,1.0013214605844,5164.81099842075,2846.56502935215
"10","prec_ideo[8]",0.0309627472035,0.0309467855,0.00410416512490099,0.0040452155373,0.0241584175,0.0378140945,1.00036477916376,5544.31178224115,3124.05905881829
"11","prec_ideo[9]",0.02996895272975,0.029886489,0.00413554153053061,0.0041485757376,0.02314686445,0.03693280205,1.00058558007762,5562.81623694144,2804.86175569418
"12","prec_ideo[10]",0.02861949662525,0.028599858,0.00399653181295766,0.0039732360486,0.02203734765,0.03520969425,1.00008685714354,4757.46084095113,3065.57029312326
"13","prec_ideo[11]",0.03465727735125,0.0345854335,0.00412861196156359,0.0041977550622,0.0276838869,0.0415396789,1.00319133962811,5010.54429394299,3158.22552333652
"14","prec_ideo[12]",0.0033746334976872,0.0033377082,0.00420464686560814,0.004023181454859,-0.00349552519,0.0103382576,1.00179110653397,5248.64919376273,2340.05834006832
"15","prec_ideo[13]",0.0366331308805,0.0365742895,0.00417069960046018,0.0041661171195,0.02997138465,0.04349906665,1.00017272868469,5340.1390230151,2771.35270825199
"16","prec_ideo[14]",0.008778434976792,0.00877579835,0.00421877191631383,0.00418957044303,0.001905004695,0.01544819105,1.00141936514875,4955.32723677612,2694.33839412412
"17","prec_ideo[15]",0.00349496303812665,0.0034911943,0.00412845648125093,0.00421470058716,-0.00327523519,0.01027927615,1.00044425075429,5165.98658085804,3014.6133520698
"18","prec_ideo[16]",0.03215805814125,0.0322250965,0.0040445151927097,0.0040108459041,0.0254269049,0.03869606235,1.00238848608561,5381.62415054982,2745.14871010118
"19","prec_ideo[17]",0.019024494964725,0.0190299665,0.00402569328432305,0.0040674701046,0.0124480834,0.02562955275,1.00157292289982,5652.15794180206,3330.0767547422
"20","prec_ideo[18]",0.03496106660475,0.034923844,0.0040627035643779,0.00398838673799999,0.02827377345,0.0416043547,1.00055482145651,5346.5028736396,2562.21288084841
"21","prec_ideo[19]",0.03756949083975,0.0375191075,0.0040491143867609,0.0039620765184,0.03100836385,0.0443066221,1.00210211373181,5391.22670059522,2849.60958525739
"22","prec_ideo[20]",0.02868038758525,0.0287214985,0.00412402919232122,0.0041299387143,0.02195173965,0.0356013192,1.00022245453883,5498.78010879689,2859.02452296327
"23","prec_ideo[21]",0.04812047647325,0.0480440635,0.0041178538319249,0.0041355399771,0.04141659525,0.0550271384,1.00040306117553,5814.12939209835,2875.82580835441
"24","prec_ideo[22]",-0.024012649384725,-0.023932146,0.00400025916795914,0.00398723031,-0.03062588835,-0.0175685726,0.999705356917184,5556.81730869976,3339.34125631575
"25","prec_ideo[23]",-0.04044149834175,-0.0404421665,0.00408358645161995,0.0039381851607,-0.0472397984,-0.03373506285,1.00043183678435,4502.06831067883,2987.28144168501
"26","prec_ideo[24]",-0.0137094812358475,-0.013659949,0.00413883022792296,0.004050181506,-0.0205573416,-0.00699236434500001,1.00048550260218,5059.49583626177,2858.37595373704
"27","prec_ideo[25]",0.04338747644675,0.043405971,0.00408295721819357,0.0040616546061,0.03670604585,0.0500812027,1.00263346783489,5578.80626601609,3097.2748778894
"28","prec_ideo[26]",0.03856959809725,0.038573776,0.00420394630506535,0.0041783278131,0.03167101245,0.0454845002,1.0000422910802,5653.44139979636,2468.5489791906
"29","prec_ideo[27]",0.03299673438175,0.0329728165,0.00415049513636279,0.00414351117599999,0.0261497669,0.03972947035,1.00222476243486,4894.71962344708,3013.56326526443
"30","prec_ideo[28]",0.0525923180665,0.052594068,0.00410823740273635,0.0041140274511,0.0458787344,0.05929022905,1.00175122789789,5323.3129465872,3260.87601011402
"31","prec_ideo[29]",0.04167869441975,0.041620844,0.00421278126117315,0.004146172443,0.03482486865,0.04861026245,1.00330942880886,4817.17846009446,2776.23412703298
"32","prec_ideo[30]",0.034770515267,0.0347747775,0.00408346989924217,0.0039876706422,0.0280026748,0.0414183155,1.00255328608631,5273.57839601489,3263.45852343951
"33","prec_ideo[31]",0.044321928353,0.0443707525,0.00407843094560435,0.0040204168284,0.03747025845,0.05106861575,1.00120858362084,5996.87629355987,3190.09779504692
